year,parent_entity,parent_type,commodity,production_value_ft,production_unit,total_emissions_MtCO2e,production_value
1997,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,22.85758719,Million tonnes/yr,62.03866943,22.85758719
1997,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,8.484152817,Million tonnes/yr,25.16923262,8.484152817
1998,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,17.87172277,Million tonnes/yr,48.50634022,17.87172277
1998,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,16.51093169,Million tonnes/yr,48.9816119,16.51093169
1999,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,64.22186376,Million tonnes/yr,174.3070668,64.22186376
1999,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.68315304,Million tonnes/yr,73.22546329,24.68315304
2000,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,70.0522006,Million tonnes/yr,190.1314115,70.0522006
2000,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.65885811,Million tonnes/yr,73.15338954,24.65885811
2001,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,76.09718849,Million tonnes/yr,206.5383491,76.09718849
2001,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.14775392,Million tonnes/yr,71.63713912,24.14775392
2002,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,81.04729102,Million tonnes/yr,219.9736155,81.04729102
2002,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,23.28002462,Million tonnes/yr,69.06291856,23.28002462
2003,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.94250398,Million tonnes/yr,252.2588772,92.94250398
2003,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.62775823,Million tonnes/yr,76.02774518,25.62775823
2004,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.34892979,Million tonnes/yr,231.6488612,85.34892979
2004,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.69370836,Million tonnes/yr,73.25677687,24.69370836
2005,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.29127152,Million tonnes/yr,250.4913418,92.29127152
2005,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.91819961,Million tonnes/yr,73.92275646,24.91819961
2006,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.66626944,Million tonnes/yr,265.0798334,97.66626944
2006,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.2585242,Million tonnes/yr,74.93236921,25.2585242
2007,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.46955691,Million tonnes/yr,264.5459283,97.46955691
2007,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.81811435,Million tonnes/yr,76.5924589,25.81811435
2008,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,94.96980122,Million tonnes/yr,257.7612438,94.96980122
2008,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,26.50348195,Million tonnes/yr,78.62568212,26.50348195
2009,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,87.66007126,Million tonnes/yr,237.9216205,87.66007126
2009,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.7454445,Million tonnes/yr,67.47702406,22.7454445
2010,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.55732833,Million tonnes/yr,232.2144838,85.55732833
2010,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.67092171,Million tonnes/yr,67.25594348,22.67092171
2011,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,90.05412927,Million tonnes/yr,244.4194267,90.05412927
2011,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,20.40430615,Million tonnes/yr,60.53176305,20.40430615
2012,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,80.28667334,Million tonnes/yr,217.9091934,80.28667334
2012,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.41603919,Million tonnes/yr,54.63333634,18.41603919
2013,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,60.57969701,Million tonnes/yr,164.4217199,60.57969701
2013,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.26635218,Million tonnes/yr,54.18927228,18.26635218
2014,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,57.59632919,Million tonnes/yr,156.3244448,57.59632919
2014,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,15.11799542,Million tonnes/yr,44.84930337,15.11799542
2015,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,50.58658294,Million tonnes/yr,137.299019,50.58658294
2015,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.27806372,Million tonnes/yr,39.39093058,13.27806372
2016,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,8.907515584,Million tonnes/yr,24.17623567,8.907515584
2016,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,2.338061848,Million tonnes/yr,6.936134201,2.338061848
2017,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,6.261453326,Million tonnes/yr,16.99445483,6.261453326
2017,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,3.408328042,Million tonnes/yr,10.11120417,3.408328042
2018,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,0.5397804592,Million tonnes/yr,1.278971043,0.5397804592
2018,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.690828269,Million tonnes/yr,15.4456991,5.690828269
2018,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.310078927,Million tonnes/yr,12.78635374,4.310078927
2019,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,3.718588407,Million tonnes/yr,8.810928244,3.718588407
2019,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.936677857,Million tonnes/yr,16.11296906,5.936677857
2019,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,9.731470564,Million tonnes/yr,28.86954675,9.731470564
2020,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,2.203574345,Million tonnes/yr,5.980807127,2.203574345
2020,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,10.83280414,Million tonnes/yr,32.13678174,10.83280414
2021,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,1.147600472,Million tonnes/yr,3.114747228,1.147600472
2021,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.27950649,Million tonnes/yr,39.39521071,13.27950649
2022,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,0.8164746441,Million tonnes/yr,2.216025695,0.8164746441
2022,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.5516647,Million tonnes/yr,40.20259992,13.5516647
1988,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,0.907194049,Million tonnes/yr,2.462250773,0.907194049
1989,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,2.04874656,Million tonnes/yr,5.560582994,2.04874656
1990,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,3.190299073,Million tonnes/yr,8.658915218,3.190299073
1991,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,4.331851584,Million tonnes/yr,11.75724744,4.331851584
1992,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,5.473404095,Million tonnes/yr,14.85557966,5.473404095
1993,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,6.614956608,Million tonnes/yr,17.95391189,6.614956608
1994,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,7.756509119,Million tonnes/yr,21.05224411,7.756509119
1995,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,8.89806163,Million tonnes/yr,24.15057633,8.89806163
1996,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,10.03961415,Million tonnes/yr,27.24890856,10.03961415
1997,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,11.18116665,Million tonnes/yr,30.34724077,11.18116665
1998,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,12.32271916,Million tonnes/yr,33.44557299,12.32271916
1999,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,13.46427168,Million tonnes/yr,36.54390523,13.46427168
2000,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.60582419,Million tonnes/yr,39.64223744,14.60582419
2001,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.24294657,Million tonnes/yr,38.65733713,14.24294657
2002,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.96244217,Million tonnes/yr,48.7525653,17.96244217
2003,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.59956455,Million tonnes/yr,47.76766499,17.59956455
2004,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,19.59539146,Million tonnes/yr,53.18461669,19.59539146
2005,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.03320331,Million tonnes/yr,48.94462086,18.03320331
2006,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.53034564,Million tonnes/yr,50.29393428,18.53034564
2007,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,25.17554205,Million tonnes/yr,68.3299212,25.17554205
2008,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,23.64056972,Million tonnes/yr,64.16379289,23.64056972
2009,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.77057063,Million tonnes/yr,61.8024944,22.77057063
2010,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.40769301,Million tonnes/yr,60.81759409,22.40769301
2011,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,24.0406423,Million tonnes/yr,65.24964548,24.0406423
2012,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,26.50458134,Million tonnes/yr,71.93711858,26.50458134
2013,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,58.96761319,Million tonnes/yr,160.0463002,58.96761319
2014,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,56.98539419,Million tonnes/yr,154.6662823,56.98539419
2015,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,50.37104238,Million tonnes/yr,136.7140119,50.37104238
2016,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.76086366,Million tonnes/yr,113.3447898,41.76086366
2017,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.61208383,Million tonnes/yr,112.9409807,41.61208383
2018,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,42.09561826,Million tonnes/yr,114.2533604,42.09561826
2019,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,43.27406333,Million tonnes/yr,117.4518241,43.27406333
2020,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,44.4525084,Million tonnes/yr,120.6502879,44.4525084
2021,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,44.4525084,Million tonnes/yr,120.6502879,44.4525084
2022,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,49.8956727,Million tonnes/yr,135.4237925,49.8956727
1909,Anglo American,Investor-owned Company,Thermal Coal,0.306465,Million tonnes/yr,0.726146814,0.306465
1910,Anglo American,Investor-owned Company,Thermal Coal,0.360527,Million tonnes/yr,0.8542428415,0.360527
1911,Anglo American,Investor-owned Company,Thermal Coal,0.3890155,Million tonnes/yr,0.9217442968,0.3890155
1912,Anglo American,Investor-owned Company,Thermal Coal,0.417504,Million tonnes/yr,0.9892457522,0.417504
1913,Anglo American,Investor-owned Company,Thermal Coal,0.4459925,Million tonnes/yr,1.056747208,0.4459925
1914,Anglo American,Investor-owned Company,Thermal Coal,0.474481,Million tonnes/yr,1.124248663,0.474481
1915,Anglo American,Investor-owned Company,Thermal Coal,0.5029695,Million tonnes/yr,1.191750118,0.5029695
1916,Anglo American,Investor-owned Company,Thermal Coal,0.531458,Million tonnes/yr,1.259251574,0.531458
1917,Anglo American,Investor-owned Company,Thermal Coal,0.5599465,Million tonnes/yr,1.326753029,0.5599465
1918,Anglo American,Investor-owned Company,Thermal Coal,0.588435,Million tonnes/yr,1.394254484,0.588435
1919,Anglo American,Investor-owned Company,Thermal Coal,0.6169235,Million tonnes/yr,1.46175594,0.6169235
1920,Anglo American,Investor-owned Company,Thermal Coal,0.645412,Million tonnes/yr,1.529257395,0.645412
1921,Anglo American,Investor-owned Company,Thermal Coal,0.93639,Million tonnes/yr,2.218708874,0.93639
1922,Anglo American,Investor-owned Company,Thermal Coal,1.227368,Million tonnes/yr,2.908160354,1.227368
1923,Anglo American,Investor-owned Company,Thermal Coal,1.518346,Million tonnes/yr,3.597611833,1.518346
1924,Anglo American,Investor-owned Company,Thermal Coal,1.809324,Million tonnes/yr,4.287063313,1.809324
1925,Anglo American,Investor-owned Company,Thermal Coal,2.100302,Million tonnes/yr,4.976514792,2.100302
1926,Anglo American,Investor-owned Company,Thermal Coal,2.39128,Million tonnes/yr,5.665966272,2.39128
1927,Anglo American,Investor-owned Company,Thermal Coal,2.682258,Million tonnes/yr,6.355417751,2.682258
1928,Anglo American,Investor-owned Company,Thermal Coal,2.973236,Million tonnes/yr,7.04486923,2.973236
1929,Anglo American,Investor-owned Company,Thermal Coal,2.979906,Million tonnes/yr,7.060673317,2.979906
1930,Anglo American,Investor-owned Company,Thermal Coal,2.998714,Million tonnes/yr,7.105237522,2.998714
1931,Anglo American,Investor-owned Company,Thermal Coal,3.2670628,Million tonnes/yr,7.741070737,3.2670628
1932,Anglo American,Investor-owned Company,Thermal Coal,3.5354116,Million tonnes/yr,8.376903952,3.5354116
1933,Anglo American,Investor-owned Company,Thermal Coal,3.8037604,Million tonnes/yr,9.012737166,3.8037604
1934,Anglo American,Investor-owned Company,Thermal Coal,4.0721092,Million tonnes/yr,9.648570381,4.0721092
1935,Anglo American,Investor-owned Company,Thermal Coal,4.340458,Million tonnes/yr,10.2844036,4.340458
1936,Anglo American,Investor-owned Company,Thermal Coal,4.6088068,Million tonnes/yr,10.92023681,4.6088068
1937,Anglo American,Investor-owned Company,Thermal Coal,4.8771556,Million tonnes/yr,11.55607003,4.8771556
1938,Anglo American,Investor-owned Company,Thermal Coal,5.1455044,Million tonnes/yr,12.19190324,5.1455044
1939,Anglo American,Investor-owned Company,Thermal Coal,5.4138532,Million tonnes/yr,12.82773646,5.4138532
1940,Anglo American,Investor-owned Company,Thermal Coal,5.682202,Million tonnes/yr,13.46356967,5.682202
1941,Anglo American,Investor-owned Company,Thermal Coal,6.296968,Million tonnes/yr,14.92021357,6.296968
1942,Anglo American,Investor-owned Company,Thermal Coal,6.911734,Million tonnes/yr,16.37685747,6.911734
1943,Anglo American,Investor-owned Company,Thermal Coal,7.5265,Million tonnes/yr,17.83350136,7.5265
1944,Anglo American,Investor-owned Company,Thermal Coal,8.141266,Million tonnes/yr,19.29014526,8.141266
1945,Anglo American,Investor-owned Company,Thermal Coal,8.756032,Million tonnes/yr,20.74678916,8.756032
1946,Anglo American,Investor-owned Company,Thermal Coal,9.370798,Million tonnes/yr,22.20343306,9.370798
1947,Anglo American,Investor-owned Company,Thermal Coal,9.985564,Million tonnes/yr,23.66007696,9.985564
1948,Anglo American,Investor-owned Company,Thermal Coal,10.60033,Million tonnes/yr,25.11672086,10.60033
1949,Anglo American,Investor-owned Company,Thermal Coal,11.215096,Million tonnes/yr,26.57336475,11.215096
1950,Anglo American,Investor-owned Company,Thermal Coal,10.98589,Million tonnes/yr,26.03027759,10.98589
1951,Anglo American,Investor-owned Company,Thermal Coal,10.788154,Million tonnes/yr,25.56175634,10.788154
1952,Anglo American,Investor-owned Company,Thermal Coal,11.4906775,Million tonnes/yr,27.22633533,11.4906775
1953,Anglo American,Investor-owned Company,Thermal Coal,12.193201,Million tonnes/yr,28.89091433,12.193201
1954,Anglo American,Investor-owned Company,Thermal Coal,11.954668,Million tonnes/yr,28.32572751,11.954668
1955,Anglo American,Investor-owned Company,Thermal Coal,12.3282625,Million tonnes/yr,29.21093285,12.3282625
1956,Anglo American,Investor-owned Company,Thermal Coal,12.701857,Million tonnes/yr,30.0961382,12.701857
1957,Anglo American,Investor-owned Company,Thermal Coal,12.778188,Million tonnes/yr,30.27699902,12.778188
1958,Anglo American,Investor-owned Company,Thermal Coal,13.838771,Million tonnes/yr,32.78997429,13.838771
1959,Anglo American,Investor-owned Company,Thermal Coal,13.699284,Million tonnes/yr,32.45946986,13.699284
1960,Anglo American,Investor-owned Company,Thermal Coal,14.390059,Million tonnes/yr,34.09621163,14.390059
1961,Anglo American,Investor-owned Company,Thermal Coal,14.583207,Million tonnes/yr,34.55386195,14.583207
1962,Anglo American,Investor-owned Company,Thermal Coal,14.65343,Million tonnes/yr,34.7202503,14.65343
1963,Anglo American,Investor-owned Company,Thermal Coal,14.572807,Million tonnes/yr,34.52921989,14.572807
1964,Anglo American,Investor-owned Company,Thermal Coal,15.156413,Million tonnes/yr,35.91203241,15.156413
1965,Anglo American,Investor-owned Company,Thermal Coal,18.755,Million tonnes/yr,44.43862593,18.755
1966,Anglo American,Investor-owned Company,Thermal Coal,17.914,Million tonnes/yr,42.44593682,17.914
1967,Anglo American,Investor-owned Company,Thermal Coal,17.073,Million tonnes/yr,40.4532477,17.073
1968,Anglo American,Investor-owned Company,Thermal Coal,14.5718495,Million tonnes/yr,34.52695116,14.5718495
1969,Anglo American,Investor-owned Company,Thermal Coal,12.070699,Million tonnes/yr,28.60065463,12.070699
1970,Anglo American,Investor-owned Company,Thermal Coal,13.117403,Million tonnes/yr,31.08074461,13.117403
